Attrition,Hiring Year,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Age,Education,Job Involvement,Job Level,Job Satisfaction,Num Companies Worked,Performance Rating,Relationship Satisfaction,Total Working Years,Work Life Balance
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1317,Male,Research Scientist,Divorced,Yes,42,Master's Degree,3,2,1,6,3,3,9,2
No,2020,Travel_Rarely,R&D,Other,STAFF-1318,Male,Laboratory Technician,Divorced,Yes,25,High School,3,1,3,6,3,3,7,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-1319,Male,Research Scientist,Married,Yes,41,Doctoral Degree,4,1,3,2,3,1,7,2
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1320,Male,Healthcare Representative,Married,Yes,55,Master's Degree,3,2,3,0,3,2,4,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1321,Male,Healthcare Representative,Married,Yes,38,Bachelor's Degree,1,2,4,3,3,3,15,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1322,Male,Laboratory Technician,Married,Yes,33,Master's Degree,3,2,3,1,3,2,15,3
No,2023,Travel_Rarely,R&D,Other,STAFF-1323,Male,Laboratory Technician,Married,Yes,29,Associates Degree,2,2,2,4,3,1,10,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1324,Male,Healthcare Representative,Married,Yes,36,Bachelor's Degree,3,3,1,7,3,4,15,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1325,Male,Laboratory Technician,Married,Yes,35,Master's Degree,3,1,3,7,3,3,5,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-1326,Male,Manufacturing Director,Married,Yes,45,Bachelor's Degree,3,3,4,4,3,4,10,4
No,2020,Travel_Rarely,R&D,Medical,STAFF-1327,Male,Research Scientist,Married,Yes,34,Master's Degree,4,1,4,0,3,1,6,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1328,Male,Laboratory Technician,Single,Yes,29,High School,3,1,1,1,3,4,10,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1329,Male,Research Scientist,Single,Yes,44,Bachelor's Degree,3,1,4,6,3,3,6,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1330,Male,Healthcare Representative,Single,Yes,33,Doctoral Degree,3,2,3,2,3,1,14,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-1331,Male,Sales Executive,Divorced,Yes,29,Bachelor's Degree,2,2,2,1,3,2,10,2
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-1332,Male,Sales Executive,Divorced,Yes,46,Bachelor's Degree,3,3,4,4,3,2,13,2
No,2023,Travel_Rarely,Sales,Marketing,STAFF-1333,Male,Sales Executive,Divorced,Yes,42,Master's Degree,3,2,4,3,3,3,14,3
No,2021,Travel_Rarely,Sales,Technical Degree,STAFF-1334,Male,Sales Executive,Married,Yes,34,Bachelor's Degree,2,3,3,1,3,4,10,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-1335,Male,Manager,Married,Yes,50,Bachelor's Degree,3,5,3,4,3,3,27,3
No,2021,Travel_Rarely,Sales,Medical,STAFF-1336,Male,Sales Executive,Married,Yes,43,Bachelor's Degree,3,2,4,1,3,1,10,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1337,Male,Sales Executive,Married,Yes,34,Bachelor's Degree,3,3,4,2,3,4,9,3
No,2021,Travel_Rarely,Sales,Medical,STAFF-1338,Male,Sales Representative,Single,Yes,21,High School,3,1,1,1,3,4,2,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-1339,Male,Sales Executive,Single,Yes,41,Associates Degree,3,3,3,3,3,4,21,3
No,2021,Non-Travel,R&D,Medical,STAFF-1340,Female,Research Director,Married,No,31,Bachelor's Degree,3,3,3,4,4,3,13,4
No,2022,Non-Travel,Sales,Life Sciences,STAFF-1341,Female,Sales Executive,Married,No,45,Master's Degree,3,2,3,4,4,2,10,4
No,2020,Travel_Frequently,R&D,Medical,STAFF-1342,Female,Manager,Divorced,No,54,Master's Degree,3,4,4,3,4,1,26,3
No,2020,Travel_Frequently,R&D,Medical,STAFF-1343,Female,Laboratory Technician,Single,No,38,Bachelor's Degree,2,1,2,1,4,2,4,3
No,2022,Travel_Frequently,R&D,Technical Degree,STAFF-1344,Female,Manufacturing Director,Single,No,31,High School,3,2,4,2,4,4,9,2
No,2021,Travel_Rarely,HR,Life Sciences,STAFF-1345,Female,Human Resources,Married,No,45,Bachelor's Degree,1,3,3,4,4,3,9,4
No,2020,Travel_Rarely,R&D,Medical,STAFF-1346,Female,Manufacturing Director,Divorced,No,28,Bachelor's Degree,1,2,1,0,4,2,6,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1347,Female,Research Scientist,Married,No,26,Bachelor's Degree,3,1,4,1,4,1,1,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1348,Female,Manufacturing Director,Married,No,41,Master's Degree,2,4,2,0,4,3,21,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1349,Female,Research Scientist,Married,No,56,Associates Degree,3,1,1,2,4,4,5,4
No,2020,Travel_Rarely,R&D,Medical,STAFF-1350,Female,Manager,Married,No,54,Doctoral Degree,3,4,3,3,4,3,36,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1351,Female,Laboratory Technician,Married,No,49,Associates Degree,2,2,1,4,4,1,10,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1352,Female,Research Scientist,Married,No,28,Bachelor's Degree,3,1,1,1,4,3,3,3
No,2020,Travel_Rarely,Sales,Medical,STAFF-1353,Female,Sales Representative,Married,No,27,High School,2,2,3,1,4,4,9,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-1354,Female,Sales Executive,Married,No,41,Bachelor's Degree,3,2,2,5,4,3,14,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1355,Female,Sales Representative,Married,No,35,Master's Degree,2,1,3,0,4,1,6,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-1356,Female,Sales Executive,Married,No,34,Bachelor's Degree,2,2,3,1,4,4,8,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-1357,Male,Healthcare Representative,Divorced,No,56,Master's Degree,3,2,3,1,4,1,13,2
No,2022,Non-Travel,R&D,Life Sciences,STAFF-1358,Male,Laboratory Technician,Married,No,36,Master's Degree,4,1,2,1,4,2,5,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-1359,Male,Healthcare Representative,Married,No,45,High School,2,3,3,3,4,4,25,2
No,2022,Non-Travel,R&D,Technical Degree,STAFF-1360,Male,Research Scientist,Married,No,42,Master's Degree,3,1,3,3,4,2,10,2
No,2023,Non-Travel,R&D,Medical,STAFF-1361,Male,Laboratory Technician,Single,No,26,Bachelor's Degree,3,1,4,1,4,3,7,3
No,2020,Non-Travel,Sales,Medical,STAFF-1362,Male,Manager,Divorced,No,58,Bachelor's Degree,3,4,2,4,4,4,37,2
No,2023,Non-Travel,Sales,Marketing,STAFF-1363,Male,Sales Executive,Divorced,No,36,Master's Degree,1,2,4,1,4,1,15,2
No,2020,Travel_Frequently,HR,Human Resources,STAFF-1364,Male,Human Resources,Single,No,36,High School,2,2,4,1,4,4,10,2
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-1365,Male,Healthcare Representative,Divorced,No,33,Associates Degree,3,2,3,1,4,3,9,3
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-1366,Male,Research Scientist,Married,No,31,Bachelor's Degree,1,2,1,1,4,2,10,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-1367,Male,Manager,Married,No,48,Doctoral Degree,2,4,4,2,4,2,23,3
No,2021,Travel_Frequently,Sales,Life Sciences,STAFF-1368,Male,Sales Executive,Married,No,43,Master's Degree,3,2,4,1,4,3,7,3
No,2022,Travel_Rarely,HR,Life Sciences,STAFF-1369,Male,Human Resources,Divorced,No,30,Bachelor's Degree,3,1,3,0,4,1,6,4
No,2023,Travel_Rarely,R&D,Medical,STAFF-1370,Male,Healthcare Representative,Divorced,No,60,Master's Degree,1,3,4,3,4,3,19,4
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1371,Male,Healthcare Representative,Divorced,No,36,Associates Degree,4,2,1,6,4,1,13,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1372,Male,Laboratory Technician,Divorced,No,41,Master's Degree,3,1,1,1,4,2,5,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-1373,Male,Laboratory Technician,Divorced,No,42,Bachelor's Degree,3,1,2,8,4,2,7,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-1374,Male,Manufacturing Director,Married,No,39,Bachelor's Degree,3,2,2,4,4,3,7,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1375,Male,Manufacturing Director,Married,No,39,Associates Degree,3,2,1,1,4,4,10,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-1376,Male,Research Scientist,Married,No,55,Master's Degree,2,1,4,8,4,2,19,4
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1377,Male,Research Scientist,Married,No,57,Associates Degree,4,2,3,0,4,1,13,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1378,Male,Research Director,Married,No,43,Associates Degree,2,4,3,1,4,1,14,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1379,Male,Research Scientist,Married,No,41,Bachelor's Degree,3,1,4,3,4,1,12,3
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-1380,Male,Research Scientist,Married,No,45,Bachelor's Degree,3,1,4,4,4,4,8,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1381,Male,Healthcare Representative,Single,No,47,Bachelor's Degree,3,3,3,2,4,2,25,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1382,Male,Research Director,Single,No,39,High School,3,3,3,7,4,3,9,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1383,Male,Manager,Single,No,32,Bachelor's Degree,3,3,4,2,4,2,10,4
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1384,Male,Manufacturing Director,Single,No,32,Master's Degree,2,2,4,8,4,2,8,3
No,2023,Travel_Rarely,R&D,Other,STAFF-1385,Male,Manager,Single,No,42,Associates Degree,2,5,4,8,4,4,24,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-1386,Male,Manager,Married,No,55,Doctoral Degree,2,5,4,1,4,3,36,3
No,2021,Travel_Rarely,Sales,Technical Degree,STAFF-1387,Male,Sales Executive,Married,No,34,Associates Degree,4,2,3,1,4,3,10,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-1388,Male,Sales Executive,Single,No,34,Bachelor's Degree,3,3,4,1,4,1,14,2
No,2020,Non-Travel,R&D,Medical,STAFF-1389,Female,Manufacturing Director,Married,Yes,53,Master's Degree,2,4,3,4,4,4,27,2
No,2021,Non-Travel,Sales,Life Sciences,STAFF-1390,Female,Sales Executive,Divorced,Yes,33,Bachelor's Degree,3,2,4,1,4,3,7,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-1391,Female,Research Director,Married,Yes,37,Bachelor's Degree,4,3,4,1,4,1,16,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-1392,Female,Research Director,Married,Yes,58,Bachelor's Degree,3,5,1,3,4,3,32,3
No,2023,Travel_Rarely,R&D,Other,STAFF-1393,Female,Research Scientist,Married,Yes,36,Master's Degree,3,2,2,4,4,4,15,3
No,2023,Travel_Rarely,Sales,Other,STAFF-1394,Female,Sales Executive,Divorced,Yes,25,Associates Degree,3,2,3,0,4,2,6,2
No,2020,Travel_Rarely,Sales,Marketing,STAFF-1395,Female,Sales Representative,Married,Yes,38,Master's Degree,1,2,4,2,4,1,20,2
No,2022,Travel_Rarely,HR,Medical,STAFF-1396,Male,Manager,Single,Yes,40,Associates Degree,3,4,4,1,4,4,21,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1397,Male,Manufacturing Director,Married,Yes,27,Bachelor's Degree,4,2,2,1,4,2,6,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-1398,Male,Research Scientist,Married,Yes,37,Master's Degree,3,2,1,5,4,3,16,3
No,2022,Travel_Rarely,Sales,Technical Degree,STAFF-1399,Male,Sales Representative,Married,Yes,34,Associates Degree,3,1,3,0,4,2,12,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1400,Male,Sales Representative,Single,Yes,36,Master's Degree,3,1,4,3,4,4,7,2
Yes,2022,Travel_Frequently,HR,Human Resources,STAFF-1401,Female,Human Resources,Divorced,No,30,Bachelor's Degree,2,1,4,6,3,3,6,2
Yes,2022,Travel_Frequently,HR,Human Resources,STAFF-1402,Female,Human Resources,Married,No,27,Bachelor's Degree,2,1,2,1,3,1,1,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1403,Female,Manufacturing Director,Single,No,31,Doctoral Degree,4,3,2,1,3,1,10,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1404,Female,Research Scientist,Single,No,31,Bachelor's Degree,3,1,3,1,3,1,7,1
Yes,2022,Travel_Frequently,Sales,Technical Degree,STAFF-1405,Female,Sales Executive,Single,No,29,Bachelor's Degree,3,2,2,5,3,1,7,1
Yes,2022,Travel_Frequently,Sales,Life Sciences,STAFF-1406,Female,Sales Representative,Single,No,31,Master's Degree,1,1,3,1,3,2,1,3
Yes,2022,Travel_Rarely,HR,Technical Degree,STAFF-1407,Female,Human Resources,Married,No,34,Master's Degree,3,1,3,1,3,4,2,3
Yes,2022,Travel_Rarely,R&D,Technical Degree,STAFF-1408,Female,Manufacturing Director,Married,No,53,Doctoral Degree,2,3,4,0,3,2,34,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1409,Female,Research Scientist,Single,No,31,Bachelor's Degree,2,1,2,1,3,3,1,4
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1410,Female,Sales Representative,Single,No,29,Bachelor's Degree,1,1,2,1,3,3,2,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1411,Male,Laboratory Technician,Married,No,34,Master's Degree,3,2,1,4,3,3,11,2
Yes,2022,Travel_Frequently,R&D,Medical,STAFF-1412,Male,Laboratory Technician,Single,No,28,Associates Degree,2,1,1,7,3,3,8,2
Yes,2022,Travel_Frequently,Sales,Life Sciences,STAFF-1413,Male,Sales Executive,Divorced,No,50,Master's Degree,3,2,3,7,3,4,12,3
Yes,2022,Travel_Frequently,Sales,Life Sciences,STAFF-1414,Male,Sales Executive,Married,No,47,Bachelor's Degree,1,4,3,7,3,3,25,1
Yes,2022,Travel_Frequently,Sales,Technical Degree,STAFF-1415,Male,Sales Representative,Married,No,28,Bachelor's Degree,3,1,3,3,3,4,5,4
Yes,2022,Travel_Frequently,Sales,Marketing,STAFF-1416,Male,Sales Representative,Married,No,23,Bachelor's Degree,3,1,1,1,3,1,1,2
Yes,2022,Travel_Frequently,Sales,Technical Degree,STAFF-1417,Male,Sales Representative,Single,No,29,Bachelor's Degree,4,1,1,1,3,4,1,3
Yes,2022,Travel_Rarely,HR,Human Resources,STAFF-1418,Male,Human Resources,Married,No,31,Doctoral Degree,4,1,1,0,3,3,2,3
Yes,2022,Travel_Rarely,HR,Human Resources,STAFF-1419,Male,Human Resources,Married,No,24,High School,1,1,3,1,3,3,1,3
Yes,2022,Travel_Rarely,R&D,Technical Degree,STAFF-1420,Male,Laboratory Technician,Divorced,No,28,Bachelor's Degree,2,1,4,5,3,1,6,2
Yes,2022,Travel_Rarely,R&D,Technical Degree,STAFF-1421,Male,Laboratory Technician,Married,No,56,Associates Degree,3,1,3,8,3,4,14,1
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1422,Male,Manufacturing Director,Married,No,38,Bachelor's Degree,3,2,2,4,3,1,7,3
Yes,2022,Travel_Rarely,R&D,Technical Degree,STAFF-1423,Male,Research Scientist,Single,No,29,Master's Degree,2,1,1,6,3,3,11,1
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1424,Male,Laboratory Technician,Single,No,56,Associates Degree,3,1,4,1,3,4,5,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1425,Male,Laboratory Technician,Single,No,40,Master's Degree,3,1,1,3,3,2,15,1
Yes,2021,Travel_Rarely,R&D,Medical,STAFF-1426,Male,Manufacturing Director,Single,No,37,Master's Degree,3,2,1,1,3,2,10,1
Yes,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1427,Male,Laboratory Technician,Single,No,32,Master's Degree,3,1,2,1,3,1,1,3
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1428,Male,Sales Executive,Divorced,No,46,Bachelor's Degree,3,3,4,4,3,1,28,4
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1429,Male,Sales Representative,Married,No,25,Associates Degree,2,1,1,3,3,1,6,3
Yes,2023,Travel_Rarely,Sales,Medical,STAFF-1430,Male,Sales Executive,Married,No,35,Bachelor's Degree,2,3,1,9,3,3,15,3
Yes,2020,Travel_Rarely,Sales,Life Sciences,STAFF-1431,Male,Sales Executive,Married,No,30,Bachelor's Degree,2,2,1,1,3,4,10,3
Yes,2021,Travel_Rarely,Sales,Marketing,STAFF-1432,Male,Sales Executive,Married,No,31,Master's Degree,3,3,3,2,3,1,10,3
Yes,2023,Travel_Rarely,Sales,Life Sciences,STAFF-1433,Male,Sales Executive,Single,No,32,Associates Degree,1,2,2,6,3,2,10,3
Yes,2023,Travel_Rarely,Sales,Marketing,STAFF-1434,Male,Sales Representative,Single,No,21,High School,3,1,2,1,3,2,1,3
Yes,2021,Travel_Rarely,Sales,Medical,STAFF-1435,Male,Sales Representative,Single,No,30,Bachelor's Degree,3,1,4,1,3,3,1,2
Yes,2020,Travel_Frequently,R&D,Life Sciences,STAFF-1436,Female,Research Scientist,Single,Yes,32,Associates Degree,4,1,3,3,3,1,8,3
Yes,2022,Travel_Frequently,R&D,Other,STAFF-1437,Female,Healthcare Representative,Single,Yes,29,High School,3,3,4,0,3,1,9,3
Yes,2022,Travel_Frequently,Sales,Medical,STAFF-1438,Female,Sales Representative,Married,Yes,48,Associates Degree,3,1,3,2,3,3,19,3
Yes,2022,Travel_Frequently,Sales,Medical,STAFF-1439,Female,Sales Representative,Single,Yes,18,Associates Degree,3,1,4,1,3,3,0,4
Yes,2022,Travel_Rarely,HR,Medical,STAFF-1440,Female,Human Resources,Married,Yes,26,Associates Degree,3,1,2,0,3,3,6,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1441,Female,Laboratory Technician,Divorced,Yes,35,Bachelor's Degree,3,1,1,1,3,4,1,3
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1442,Female,Laboratory Technician,Married,Yes,22,High School,3,1,1,1,3,3,1,3
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1443,Female,Sales Executive,Single,Yes,28,Associates Degree,3,2,3,3,3,4,6,3
Yes,2022,Travel_Frequently,R&D,Medical,STAFF-1444,Male,Research Scientist,Divorced,Yes,44,Associates Degree,3,1,2,1,3,3,6,2
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1445,Male,Laboratory Technician,Married,Yes,31,Bachelor's Degree,3,1,4,6,3,3,7,1
Yes,2022,Travel_Frequently,R&D,Technical Degree,STAFF-1446,Male,Research Scientist,Married,Yes,43,Bachelor's Degree,2,1,3,9,3,4,6,3
Yes,2022,Travel_Frequently,R&D,Medical,STAFF-1447,Male,Laboratory Technician,Single,Yes,24,Bachelor's Degree,3,1,1,2,3,3,4,2
Yes,2022,Travel_Frequently,Sales,Marketing,STAFF-1448,Male,Sales Executive,Married,Yes,31,Master's Degree,3,2,4,1,3,3,10,3
Yes,2022,Travel_Rarely,HR,Human Resources,STAFF-1449,Male,Human Resources,Divorced,Yes,29,Bachelor's Degree,2,1,1,4,3,4,4,3
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1450,Male,Research Scientist,Married,Yes,29,Master's Degree,3,1,4,9,3,2,4,4
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1451,Male,Laboratory Technician,Married,Yes,28,Bachelor's Degree,3,1,2,1,3,3,1,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1452,Male,Laboratory Technician,Single,Yes,40,Bachelor's Degree,3,1,1,3,3,2,10,1
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1453,Male,Laboratory Technician,Single,Yes,23,High School,2,1,3,1,3,1,5,3
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1454,Male,Sales Executive,Divorced,Yes,50,Bachelor's Degree,2,3,1,4,3,2,20,3
Yes,2022,Travel_Rarely,Sales,Medical,STAFF-1455,Male,Sales Executive,Divorced,Yes,35,Associates Degree,1,2,4,6,3,4,7,2
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1456,Male,Sales Executive,Divorced,Yes,36,Doctoral Degree,2,2,1,5,3,2,16,3
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1457,Male,Sales Executive,Single,Yes,53,Master's Degree,3,3,1,6,3,2,15,2
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1458,Male,Sales Executive,Single,Yes,32,Master's Degree,2,2,2,7,3,3,7,2
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1459,Male,Sales Executive,Single,Yes,35,Bachelor's Degree,3,2,4,1,3,4,10,3
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-1460,Female,Healthcare Representative,Married,No,46,Associates Degree,3,2,2,4,4,4,13,4
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1461,Female,Sales Executive,Married,No,46,Bachelor's Degree,3,3,2,5,4,3,14,3
Yes,2020,Travel_Frequently,R&D,Life Sciences,STAFF-1462,Male,Laboratory Technician,Single,No,49,Associates Degree,2,2,1,3,4,1,20,3
Yes,2022,Non-Travel,R&D,Life Sciences,STAFF-1463,Female,Laboratory Technician,Single,Yes,39,Bachelor's Degree,2,1,1,2,4,2,11,4
Yes,2022,Travel_Rarely,Sales,Medical,STAFF-1464,Female,Sales Executive,Single,Yes,34,Master's Degree,2,2,2,0,4,3,16,4
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1465,Female,Sales Executive,Single,Yes,33,Bachelor's Degree,3,3,1,2,4,3,11,2
Yes,2022,Non-Travel,R&D,Technical Degree,STAFF-1466,Male,Research Scientist,Married,Yes,34,Master's Degree,1,1,1,1,4,2,5,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1467,Male,Research Scientist,Single,Yes,29,Associates Degree,2,1,4,1,4,2,1,2
Yes,2022,Travel_Frequently,Sales,Other,STAFF-1468,Male,Sales Executive,Single,Yes,35,Master's Degree,3,2,4,3,4,1,13,4
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1469,Male,Research Scientist,Single,Yes,22,High School,3,1,2,1,4,1,1,3
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1470,Male,Sales Representative,Divorced,Yes,23,Bachelor's Degree,3,1,4,1,4,2,3,3
No,2021,Non-Travel,R&D,Medical,STAFF-1471,Male,Laboratory Technician,Divorced,Yes,22,Associates Degree,4,1,4,1,3,2,1,2
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-1472,Female,Manager,Married,No,53,Master's Degree,2,4,4,2,3,3,31,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1473,Male,Research Scientist,Single,Yes,38,Bachelor's Degree,3,1,4,5,3,3,6,3
No,2021,Non-Travel,R&D,Other,STAFF-1474,Female,Manufacturing Director,Divorced,No,24,Associates Degree,4,2,3,0,3,4,5,2
Yes,2022,Travel_Rarely,Sales,Life Sciences,STAFF-1475,Male,Sales Representative,Single,No,36,Master's Degree,2,1,1,7,4,2,10,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1476,Female,Research Director,Single,No,34,Master's Degree,3,3,2,0,3,3,13,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1477,Male,Research Scientist,Single,No,21,Associates Degree,3,1,4,1,3,4,0,3
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1478,Male,Research Scientist,Single,No,34,High School,3,1,1,2,3,3,8,3
No,2022,Travel_Rarely,R&D,Other,STAFF-1479,Female,Manager,Divorced,No,53,Bachelor's Degree,3,5,3,4,3,4,26,2
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-1480,Female,Research Scientist,Single,Yes,32,High School,1,1,1,1,4,2,10,3
No,2020,Travel_Rarely,Sales,Marketing,STAFF-1481,Male,Sales Executive,Married,No,42,Master's Degree,3,2,2,0,3,4,10,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-1482,Female,Healthcare Representative,Married,No,44,Master's Degree,2,3,4,3,3,4,24,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-1483,Female,Manager,Single,No,46,Master's Degree,3,5,1,3,3,4,22,2
No,2023,Travel_Rarely,R&D,Medical,STAFF-1484,Male,Laboratory Technician,Single,No,33,Bachelor's Degree,3,1,4,4,3,4,7,3
No,2020,Travel_Rarely,R&D,Other,STAFF-1485,Male,Healthcare Representative,Married,Yes,44,Master's Degree,3,2,4,2,3,4,9,4
No,2021,Travel_Rarely,R&D,Medical,STAFF-1486,Male,Laboratory Technician,Single,No,30,Associates Degree,2,1,3,1,3,1,10,3
Yes,2022,Travel_Rarely,Sales,Technical Degree,STAFF-1487,Male,Sales Representative,Married,No,39,Bachelor's Degree,3,2,4,3,3,3,19,4
Yes,2022,Travel_Rarely,R&D,Medical,STAFF-1488,Male,Research Scientist,Married,Yes,24,Bachelor's Degree,3,1,4,2,3,1,6,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-1489,Female,Research Scientist,Divorced,No,43,Associates Degree,4,1,3,1,3,4,6,2
Yes,2022,Travel_Rarely,Sales,Marketing,STAFF-1490,Male,Sales Representative,Married,Yes,50,Associates Degree,2,1,3,1,3,3,3,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-1491,Female,Sales Representative,Married,No,35,Bachelor's Degree,3,1,4,1,3,1,2,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1492,Female,Research Scientist,Married,Yes,36,Master's Degree,2,1,1,9,3,4,6,4
No,2023,Travel_Frequently,Sales,Life Sciences,STAFF-1493,Female,Sales Executive,Married,No,33,Bachelor's Degree,4,2,1,2,3,1,10,3
No,2021,Travel_Rarely,R&D,Other,STAFF-1494,Male,Laboratory Technician,Divorced,No,35,Associates Degree,3,1,4,1,3,3,1,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1495,Female,Laboratory Technician,Divorced,No,27,Master's Degree,3,1,1,1,3,4,1,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-1496,Male,Laboratory Technician,Single,No,26,Bachelor's Degree,1,1,3,1,3,3,1,2
No,2021,Travel_Frequently,Sales,Life Sciences,STAFF-1497,Male,Sales Executive,Single,No,27,Bachelor's Degree,3,3,3,1,3,4,9,3
No,2021,Travel_Frequently,R&D,Medical,STAFF-1498,Female,Laboratory Technician,Single,No,30,Associates Degree,3,2,4,1,4,4,12,3
Yes,2022,Travel_Rarely,R&D,Technical Degree,STAFF-1499,Female,Research Director,Married,No,41,Bachelor's Degree,3,5,3,1,3,4,23,3
No,2023,Non-Travel,Sales,Marketing,STAFF-1500,Male,Sales Executive,Single,No,34,Master's Degree,3,2,3,0,4,3,10,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-1501,Male,Research Scientist,Married,No,37,Associates Degree,3,1,2,4,4,1,8,3
No,2023,Travel_Frequently,Sales,Marketing,STAFF-1502,Male,Sales Executive,Single,Yes,46,Master's Degree,3,2,4,4,4,3,14,3
